HaploidChromosomeNum = 10
RandomSeed = 0.2
Pop1AvgAlleleFreq = 1
Pop1AvgAlleleFreqStdev = 0
Pop2AvgAlleleFreq = 1
Pop2AvgAlleleFreqStdev = 0
:chr 1	len = 2.5e+07	centromere = 2.5e+07

Num	Position Percentage	Position Abs.	Freq. Pop 1	Freq. Pop 2
738	0.726958	1.8174e+07	1	0
739	0.727006	1.81752e+07	1	0
740	0.728694	1.82174e+07	1	0
741	0.729283	1.82321e+07	1	0
742	0.731231	1.82808e+07	1	0
743	0.732204	1.83051e+07	1	0
744	0.732477	1.83119e+07	1	0
745	0.734022	1.83505e+07	1	0
746	0.734752	1.83688e+07	1	0
747	0.735209	1.83802e+07	1	0
748	0.737028	1.84257e+07	1	0
749	0.737042	1.84261e+07	1	0
750	0.737925	1.84481e+07	1	0
751	0.739694	1.84923e+07	1	0
752	0.744066	1.86016e+07	1	0
753	0.745548	1.86387e+07	1	0
754	0.74726	1.86815e+07	1	0
755	0.747769	1.86942e+07	1	0
756	0.74894	1.87235e+07	1	0
757	0.749601	1.874e+07	1	0
758	0.749925	1.87481e+07	1	0
759	0.750135	1.87534e+07	1	0
760	0.751055	1.87764e+07	1	0
761	0.755478	1.8887e+07	1	0
762	0.756576	1.89144e+07	1	0
763	0.758725	1.89681e+07	1	0
764	0.758922	1.8973e+07	1	0
765	0.759625	1.89906e+07	1	0
766	0.759786	1.89947e+07	1	0
767	0.759857	1.89964e+07	1	0
768	0.762323	1.90581e+07	1	0
769	0.763675	1.90919e+07	1	0
770	0.764219	1.91055e+07	1	0
771	0.76594	1.91485e+07	1	0
772	0.766219	1.91555e+07	1	0
773	0.767974	1.91993e+07	1	0
774	0.768775	1.92194e+07	1	0
775	0.76936	1.9234e+07	1	0
776	0.770955	1.92739e+07	1	0
777	0.771665	1.92916e+07	1	0
778	0.77182	1.92955e+07	1	0
779	0.772257	1.93064e+07	1	0
780	0.774546	1.93636e+07	1	0
781	0.779526	1.94881e+07	1	0
782	0.782788	1.95697e+07	1	0
783	0.785518	1.9638e+07	1	0
784	0.788972	1.97243e+07	1	0
785	0.789441	1.9736e+07	1	0
786	0.790908	1.97727e+07	1	0
787	0.792701	1.98175e+07	1	0
788	0.793289	1.98322e+07	1	0
789	0.793694	1.98423e+07	1	0
790	0.793863	1.98466e+07	1	0
791	0.794151	1.98538e+07	1	0
792	0.795011	1.98753e+07	1	0
793	0.796154	1.99038e+07	1	0
794	0.797639	1.9941e+07	1	0
795	0.798117	1.99529e+07	1	0
796	0.799224	1.99806e+07	1	0
797	0.799603	1.99901e+07	1	0
798	0.801789	2.00447e+07	1	0
799	0.801972	2.00493e+07	1	0
800	0.804641	2.0116e+07	1	0
801	0.804688	2.01172e+07	1	0
802	0.805098	2.01274e+07	1	0
803	0.80519	2.01298e+07	1	0
804	0.806305	2.01576e+07	1	0
805	0.807563	2.01891e+07	1	0
806	0.808497	2.02124e+07	1	0
807	0.809372	2.02343e+07	1	0
808	0.809688	2.02422e+07	1	0
809	0.809881	2.0247e+07	1	0
810	0.81003	2.02507e+07	1	0
811	0.810508	2.02627e+07	1	0
812	0.810637	2.02659e+07	1	0
813	0.811814	2.02953e+07	1	0
814	0.812234	2.03059e+07	1	0
815	0.812825	2.03206e+07	1	0
816	0.813352	2.03338e+07	1	0
817	0.81513	2.03782e+07	1	0
818	0.816712	2.04178e+07	1	0
819	0.819608	2.04902e+07	1	0
820	0.819633	2.04908e+07	1	0
821	0.820323	2.05081e+07	1	0
822	0.820995	2.05249e+07	1	0
823	0.822123	2.05531e+07	1	0
824	0.82252	2.0563e+07	1	0
825	0.823504	2.05876e+07	1	0
826	0.824228	2.06057e+07	1	0
827	0.825845	2.06461e+07	1	0
828	0.826902	2.06725e+07	1	0
829	0.827	2.0675e+07	1	0
830	0.827369	2.06842e+07	1	0
831	0.827537	2.06884e+07	1	0
832	0.827543	2.06886e+07	1	0
833	0.827631	2.06908e+07	1	0
834	0.828635	2.07159e+07	1	0
835	0.828643	2.07161e+07	1	0
836	0.828897	2.07224e+07	1	0
837	0.830593	2.07648e+07	1	0
838	0.830883	2.07721e+07	1	0
839	0.832866	2.08217e+07	1	0
840	0.833818	2.08454e+07	1	0
841	0.83492	2.0873e+07	1	0
842	0.835161	2.0879e+07	1	0
843	0.835313	2.08828e+07	1	0
844	0.835342	2.08836e+07	1	0
845	0.836799	2.092e+07	1	0
846	0.839014	2.09754e+07	1	0
847	0.839978	2.09995e+07	1	0
848	0.841227	2.10307e+07	1	0
849	0.843818	2.10954e+07	1	0
850	0.845598	2.11399e+07	1	0
851	0.846061	2.11515e+07	1	0
852	0.846175	2.11544e+07	1	0
853	0.848987	2.12247e+07	1	0
854	0.849362	2.12341e+07	1	0
855	0.849714	2.12429e+07	1	0
856	0.850199	2.1255e+07	1	0
857	0.850799	2.127e+07	1	0
858	0.851221	2.12805e+07	1	0
859	0.852131	2.13033e+07	1	0
860	0.852165	2.13041e+07	1	0
861	0.852293	2.13073e+07	1	0
862	0.85246	2.13115e+07	1	0
863	0.852634	2.13158e+07	1	0
864	0.854745	2.13686e+07	1	0
865	0.85496	2.1374e+07	1	0
866	0.855541	2.13885e+07	1	0
867	0.85562	2.13905e+07	1	0
868	0.855816	2.13954e+07	1	0
869	0.858218	2.14554e+07	1	0
870	0.858946	2.14737e+07	1	0
871	0.858987	2.14747e+07	1	0
872	0.859265	2.14816e+07	1	0
873	0.86073	2.15182e+07	1	0
874	0.862214	2.15553e+07	1	0
875	0.864359	2.1609e+07	1	0
876	0.865379	2.16345e+07	1	0
877	0.866101	2.16525e+07	1	0
878	0.866259	2.16565e+07	1	0
879	0.866557	2.16639e+07	1	0
880	0.866594	2.16649e+07	1	0
881	0.866908	2.16727e+07	1	0
882	0.867434	2.16859e+07	1	0
883	0.868205	2.17051e+07	1	0
884	0.869611	2.17403e+07	1	0
885	0.869798	2.17449e+07	1	0
886	0.870964	2.17741e+07	1	0
887	0.87276	2.1819e+07	1	0
888	0.872859	2.18215e+07	1	0
889	0.873164	2.18291e+07	1	0
890	0.875899	2.18975e+07	1	0
891	0.87656	2.1914e+07	1	0
892	0.876859	2.19215e+07	1	0
893	0.876954	2.19239e+07	1	0
894	0.877885	2.19471e+07	1	0
895	0.879353	2.19838e+07	1	0
896	0.884825	2.21206e+07	1	0
897	0.886294	2.21573e+07	1	0
898	0.886426	2.21607e+07	1	0
899	0.887689	2.21922e+07	1	0
900	0.887711	2.21928e+07	1	0
901	0.888303	2.22076e+07	1	0
902	0.888596	2.22149e+07	1	0
903	0.889139	2.22285e+07	1	0
904	0.889951	2.22488e+07	1	0
905	0.890426	2.22606e+07	1	0
906	0.891123	2.22781e+07	1	0
907	0.892686	2.23172e+07	1	0
908	0.894184	2.23546e+07	1	0
909	0.894197	2.23549e+07	1	0
910	0.895258	2.23815e+07	1	0
911	0.895559	2.2389e+07	1	0
912	0.896449	2.24112e+07	1	0
913	0.896519	2.2413e+07	1	0
914	0.898103	2.24526e+07	1	0
915	0.901654	2.25413e+07	1	0
916	0.90391	2.25978e+07	1	0
917	0.905365	2.26341e+07	1	0
918	0.905453	2.26363e+07	1	0
919	0.906543	2.26636e+07	1	0
920	0.907284	2.26821e+07	1	0
921	0.908393	2.27098e+07	1	0
922	0.909928	2.27482e+07	1	0
923	0.91114	2.27785e+07	1	0
924	0.911575	2.27894e+07	1	0
925	0.911787	2.27947e+07	1	0
926	0.91429	2.28573e+07	1	0
927	0.914316	2.28579e+07	1	0
928	0.914729	2.28682e+07	1	0
929	0.915089	2.28772e+07	1	0
930	0.916129	2.29032e+07	1	0
931	0.916391	2.29098e+07	1	0
932	0.918249	2.29562e+07	1	0
933	0.919005	2.29751e+07	1	0
934	0.91903	2.29757e+07	1	0
935	0.91994	2.29985e+07	1	0
936	0.920644	2.30161e+07	1	0
937	0.922274	2.30569e+07	1	0
938	0.924986	2.31246e+07	1	0
939	0.925002	2.3125e+07	1	0
940	0.925898	2.31475e+07	1	0
941	0.92618	2.31545e+07	1	0
942	0.931522	2.32881e+07	1	0
943	0.937869	2.34467e+07	1	0
944	0.938604	2.34651e+07	1	0
945	0.938863	2.34716e+07	1	0
946	0.939005	2.34751e+07	1	0
947	0.941	2.3525e+07	1	0
948	0.941529	2.35382e+07	1	0
949	0.941988	2.35497e+07	1	0
950	0.943718	2.3593e+07	1	0
951	0.94686	2.36715e+07	1	0
952	0.947298	2.36825e+07	1	0
953	0.948697	2.37174e+07	1	0
954	0.949295	2.37324e+07	1	0
955	0.954045	2.38511e+07	1	0
956	0.954483	2.38621e+07	1	0
957	0.95509	2.38772e+07	1	0
958	0.955528	2.38882e+07	1	0
959	0.955974	2.38994e+07	1	0
960	0.95635	2.39087e+07	1	0
961	0.957585	2.39396e+07	1	0
962	0.957595	2.39399e+07	1	0
963	0.958624	2.39656e+07	1	0
964	0.960525	2.40131e+07	1	0
965	0.962791	2.40698e+07	1	0
966	0.963279	2.4082e+07	1	0
967	0.963291	2.40823e+07	1	0
968	0.965083	2.41271e+07	1	0
969	0.967514	2.41879e+07	1	0
970	0.968241	2.4206e+07	1	0
971	0.968355	2.42089e+07	1	0
972	0.96894	2.42235e+07	1	0
973	0.969204	2.42301e+07	1	0
974	0.970743	2.42686e+07	1	0
975	0.970744	2.42686e+07	1	0
976	0.972019	2.43005e+07	1	0
977	0.972312	2.43078e+07	1	0
978	0.973162	2.4329e+07	1	0
979	0.974008	2.43502e+07	1	0
980	0.974351	2.43588e+07	1	0
981	0.976466	2.44116e+07	1	0
982	0.97666	2.44165e+07	1	0
983	0.978312	2.44578e+07	1	0
984	0.978592	2.44648e+07	1	0
985	0.979396	2.44849e+07	1	0
986	0.981424	2.45356e+07	1	0
987	0.982945	2.45736e+07	1	0
988	0.982965	2.45741e+07	1	0
989	0.983336	2.45834e+07	1	0
990	0.98396	2.4599e+07	1	0
991	0.984199	2.4605e+07	1	0
992	0.984446	2.46112e+07	1	0
993	0.985719	2.4643e+07	1	0
994	0.988912	2.47228e+07	1	0
995	0.990516	2.47629e+07	1	0
996	0.991364	2.47841e+07	1	0
997	0.993554	2.48389e+07	1	0
998	0.994441	2.4861e+07	1	0
999	0.999022	2.49756e+07	1	0
1000	0.99976	2.4994e+07	1	0
:chr 3	len = 2.5e+07	centromere = 2.5e+07

Num	Position Percentage	Position Abs.	Freq. Pop 1	Freq. Pop 2
1	0.000785899	19647.5	1	0
2	0.000947076	23676.9	1	0
3	0.00168419	42104.6	1	0
4	0.00182984	45746	1	0
5	0.0020412	51030	1	0
6	0.00226304	56576	1	0
7	0.00252515	63128.9	1	0
8	0.00263256	65813.9	1	0
9	0.00309228	77307	1	0
10	0.00309747	77436.8	1	0
11	0.00375959	93989.7	1	0
12	0.00527064	131766	1	0
13	0.00540691	135173	1	0
14	0.0055929	139822	1	0
15	0.0109809	274523	1	0
16	0.0116951	292378	1	0
17	0.0121704	304260	1	0
18	0.0134894	337234	1	0
19	0.0135542	338854	1	0
20	0.0143494	358735	1	0
21	0.0163194	407984	1	0
22	0.0165335	413338	1	0
23	0.0180975	452437	1	0
24	0.0186071	465179	1	0
25	0.0187443	468607	1	0
26	0.0188234	470586	1	0
27	0.0203284	508210	1	0
28	0.020665	516625	1	0
29	0.022507	562676	1	0
30	0.0240861	602152	1	0
31	0.0244989	612472	1	0
32	0.0248881	622203	1	0
33	0.0250855	627137	1	0
34	0.0252421	631053	1	0
35	0.0258554	646386	1	0
36	0.0270563	676407	1	0
37	0.0277465	693662	1	0
38	0.0278137	695342	1	0
39	0.027877	696924	1	0
40	0.0309957	774892	1	0
41	0.0310714	776785	1	0
42	0.0311329	778322	1	0
43	0.0315446	788616	1	0
44	0.0318213	795532	1	0
45	0.0322744	806859	1	0
46	0.0344406	861016	1	0
47	0.0387705	969262	1	0
48	0.0396521	991304	1	0
49	0.0396732	991829	1	0
50	0.0405724	1.01431e+06	1	0
51	0.0411235	1.02809e+06	1	0
52	0.0422008	1.05502e+06	1	0
53	0.0436154	1.09039e+06	1	0
54	0.0452231	1.13058e+06	1	0
55	0.0455161	1.1379e+06	1	0
56	0.0457032	1.14258e+06	1	0
57	0.0461496	1.15374e+06	1	0
58	0.0479742	1.19936e+06	1	0
59	0.048121	1.20303e+06	1	0
60	0.0487774	1.21943e+06	1	0
61	0.0516546	1.29136e+06	1	0
62	0.0525816	1.31454e+06	1	0
63	0.0533145	1.33286e+06	1	0
64	0.0534655	1.33664e+06	1	0
65	0.0539784	1.34946e+06	1	0
66	0.0541246	1.35312e+06	1	0
67	0.0556518	1.39129e+06	1	0
68	0.0575622	1.43906e+06	1	0
69	0.0583769	1.45942e+06	1	0
70	0.0587304	1.46826e+06	1	0
71	0.0605434	1.51358e+06	1	0
72	0.06095	1.52375e+06	1	0
73	0.0610434	1.52609e+06	1	0
74	0.063371	1.58428e+06	1	0
75	0.0635197	1.58799e+06	1	0
76	0.0650036	1.62509e+06	1	0
77	0.0660351	1.65088e+06	1	0
78	0.0675396	1.68849e+06	1	0
79	0.0676984	1.69246e+06	1	0
80	0.0691041	1.7276e+06	1	0
81	0.0699877	1.74969e+06	1	0
82	0.0708188	1.77047e+06	1	0
83	0.070996	1.7749e+06	1	0
84	0.071824	1.7956e+06	1	0
85	0.0745417	1.86354e+06	1	0
86	0.075775	1.89438e+06	1	0
87	0.075978	1.89945e+06	1	0
88	0.0777704	1.94426e+06	1	0
89	0.0779419	1.94855e+06	1	0
90	0.0780729	1.95182e+06	1	0
91	0.0781121	1.9528e+06	1	0
92	0.0795267	1.98817e+06	1	0
93	0.0814327	2.03582e+06	1	0
94	0.0816392	2.04098e+06	1	0
95	0.0837583	2.09396e+06	1	0
96	0.0837661	2.09415e+06	1	0
97	0.0854016	2.13504e+06	1	0
98	0.0861793	2.15448e+06	1	0
99	0.0876387	2.19097e+06	1	0
100	0.0877595	2.19399e+06	1	0
101	0.0916526	2.29132e+06	1	0
102	0.0917359	2.2934e+06	1	0
103	0.0918653	2.29663e+06	1	0
104	0.0924245	2.31061e+06	1	0
105	0.093404	2.3351e+06	1	0
106	0.0939604	2.34901e+06	1	0
107	0.097107	2.42767e+06	1	0
108	0.0976964	2.44241e+06	1	0
109	0.0985057	2.46264e+06	1	0
110	0.0989058	2.47264e+06	1	0
111	0.100986	2.52465e+06	1	0
112	0.101298	2.53246e+06	1	0
113	0.102214	2.55536e+06	1	0
114	0.102872	2.57179e+06	1	0
115	0.103391	2.58478e+06	1	0
116	0.104496	2.61239e+06	1	0
117	0.104591	2.61478e+06	1	0
118	0.104658	2.61645e+06	1	0
119	0.104852	2.6213e+06	1	0
120	0.105945	2.64862e+06	1	0
121	0.106039	2.65098e+06	1	0
122	0.106456	2.6614e+06	1	0
123	0.106553	2.66383e+06	1	0
124	0.106941	2.67351e+06	1	0
125	0.107772	2.69429e+06	1	0
126	0.108675	2.71686e+06	1	0
127	0.111499	2.78748e+06	1	0
128	0.111979	2.79946e+06	1	0
129	0.113325	2.83313e+06	1	0
130	0.115873	2.89682e+06	1	0
131	0.116721	2.91803e+06	1	0
132	0.119508	2.9877e+06	1	0
133	0.12026	3.00649e+06	1	0
134	0.120712	3.0178e+06	1	0
135	0.121371	3.03427e+06	1	0
136	0.121904	3.0476e+06	1	0
137	0.123881	3.09704e+06	1	0
138	0.125242	3.13105e+06	1	0
139	0.125494	3.13734e+06	1	0
140	0.126773	3.16932e+06	1	0
141	0.130138	3.25346e+06	1	0
142	0.130206	3.25514e+06	1	0
143	0.131069	3.27672e+06	1	0
144	0.132707	3.31768e+06	1	0
145	0.132754	3.31884e+06	1	0
146	0.133498	3.33745e+06	1	0
147	0.134746	3.36865e+06	1	0
148	0.137445	3.43612e+06	1	0
149	0.138059	3.45148e+06	1	0
150	0.138169	3.45422e+06	1	0
151	0.140655	3.51637e+06	1	0
152	0.143487	3.58719e+06	1	0
153	0.143659	3.59148e+06	1	0
154	0.144211	3.60527e+06	1	0
155	0.1451	3.6275e+06	1	0
156	0.146617	3.66542e+06	1	0
157	0.146861	3.67154e+06	1	0
158	0.147187	3.67966e+06	1	0
159	0.147407	3.68518e+06	1	0
160	0.147841	3.69603e+06	1	0
161	0.148328	3.70821e+06	1	0
162	0.148366	3.70914e+06	1	0
163	0.150044	3.75109e+06	1	0
164	0.150044	3.75111e+06	1	0
165	0.153693	3.84232e+06	1	0
166	0.153908	3.84769e+06	1	0
167	0.155334	3.88334e+06	1	0
168	0.156776	3.91939e+06	1	0
169	0.157938	3.94845e+06	1	0
170	0.158751	3.96878e+06	1	0
171	0.160874	4.02185e+06	1	0
172	0.164532	4.1133e+06	1	0
173	0.16512	4.12799e+06	1	0
174	0.167779	4.19447e+06	1	0
175	0.167927	4.19816e+06	1	0
176	0.168233	4.20582e+06	1	0
177	0.169317	4.23292e+06	1	0
178	0.170602	4.26505e+06	1	0
179	0.171316	4.2829e+06	1	0
180	0.17424	4.35599e+06	1	0
181	0.174781	4.36952e+06	1	0
182	0.177615	4.44036e+06	1	0
183	0.179049	4.47622e+06	1	0
184	0.179176	4.47941e+06	1	0
185	0.181995	4.54988e+06	1	0
186	0.182955	4.57387e+06	1	0
187	0.183132	4.57829e+06	1	0
188	0.183649	4.59123e+06	1	0
189	0.184778	4.61945e+06	1	0
190	0.186348	4.65871e+06	1	0
191	0.187578	4.68945e+06	1	0
192	0.188931	4.72329e+06	1	0
193	0.190085	4.75214e+06	1	0
194	0.190896	4.7724e+06	1	0
195	0.193599	4.83997e+06	1	0
196	0.193674	4.84186e+06	1	0
197	0.194033	4.85083e+06	1	0
198	0.194794	4.86985e+06	1	0
199	0.194953	4.87384e+06	1	0
200	0.195619	4.89049e+06	1	0
201	0.198889	4.97223e+06	1	0
202	0.20165	5.04126e+06	1	0
203	0.202163	5.05407e+06	1	0
204	0.204379	5.10947e+06	1	0
205	0.204541	5.11352e+06	1	0
206	0.205235	5.13088e+06	1	0
207	0.205899	5.14748e+06	1	0
208	0.209288	5.23221e+06	1	0
209	0.209369	5.23422e+06	1	0
210	0.210651	5.26627e+06	1	0
211	0.211565	5.28912e+06	1	0
212	0.221775	5.54437e+06	1	0
213	0.223876	5.59691e+06	1	0
214	0.223888	5.59719e+06	1	0
215	0.224149	5.60372e+06	1	0
216	0.225816	5.64541e+06	1	0
217	0.226344	5.65861e+06	1	0
218	0.226661	5.66653e+06	1	0
219	0.229158	5.72895e+06	1	0
220	0.234087	5.85218e+06	1	0
221	0.236941	5.92354e+06	1	0
222	0.237568	5.93919e+06	1	0
223	0.238478	5.96194e+06	1	0
224	0.239053	5.97634e+06	1	0
225	0.239246	5.98115e+06	1	0
226	0.239635	5.99087e+06	1	0
227	0.239859	5.99648e+06	1	0
228	0.240263	6.00657e+06	1	0
229	0.242174	6.05436e+06	1	0
230	0.242407	6.06017e+06	1	0
231	0.242467	6.06169e+06	1	0
232	0.243155	6.07887e+06	1	0
233	0.244165	6.10411e+06	1	0
234	0.244436	6.11091e+06	1	0
235	0.244498	6.11244e+06	1	0
236	0.245562	6.13906e+06	1	0
237	0.245681	6.14202e+06	1	0
238	0.245762	6.14405e+06	1	0
239	0.246527	6.16317e+06	1	0
240	0.248375	6.20937e+06	1	0
241	0.248611	6.21527e+06	1	0
242	0.248877	6.22194e+06	1	0
243	0.249479	6.23697e+06	1	0
244	0.249517	6.23792e+06	1	0
245	0.251273	6.28182e+06	1	0
246	0.25137	6.28426e+06	1	0
247	0.251917	6.29793e+06	1	0
248	0.252274	6.30684e+06	1	0
249	0.253604	6.3401e+06	1	0
250	0.254191	6.35479e+06	1	0
251	0.254469	6.36173e+06	1	0
252	0.25458	6.36449e+06	1	0
253	0.25638	6.40949e+06	1	0
254	0.256828	6.4207e+06	1	0
255	0.257127	6.42817e+06	1	0
256	0.257133	6.42832e+06	1	0
257	0.25878	6.4695e+06	1	0
258	0.260951	6.52377e+06	1	0
259	0.262513	6.56281e+06	1	0
260	0.263147	6.57868e+06	1	0
261	0.263619	6.59047e+06	1	0
262	0.265765	6.64413e+06	1	0
263	0.267359	6.68399e+06	1	0
264	0.268298	6.70746e+06	1	0
265	0.269832	6.74579e+06	1	0
266	0.270592	6.76479e+06	1	0
267	0.271804	6.79509e+06	1	0
268	0.272912	6.82281e+06	1	0
269	0.273539	6.83848e+06	1	0
270	0.274424	6.8606e+06	1	0
271	0.274769	6.86922e+06	1	0
272	0.276823	6.92058e+06	1	0
273	0.278485	6.96212e+06	1	0
274	0.279228	6.98071e+06	1	0
275	0.281026	7.02566e+06	1	0
276	0.281554	7.03885e+06	1	0
277	0.281594	7.03985e+06	1	0
278	0.282477	7.06193e+06	1	0
279	0.28285	7.07126e+06	1	0
280	0.283594	7.08985e+06	1	0
281	0.284009	7.10023e+06	1	0
282	0.285281	7.13202e+06	1	0
283	0.286312	7.15781e+06	1	0
284	0.289022	7.22555e+06	1	0
285	0.289501	7.23751e+06	1	0
286	0.289612	7.24029e+06	1	0
287	0.289824	7.24561e+06	1	0
288	0.290438	7.26095e+06	1	0
289	0.291625	7.29063e+06	1	0
290	0.294034	7.35086e+06	1	0
291	0.295212	7.38029e+06	1	0
292	0.295376	7.3844e+06	1	0
293	0.29629	7.40726e+06	1	0
294	0.297012	7.4253e+06	1	0
295	0.299467	7.48666e+06	1	0
296	0.302267	7.55666e+06	1	0
297	0.303726	7.59315e+06	1	0
298	0.303832	7.59581e+06	1	0
299	0.304227	7.60568e+06	1	0
300	0.305232	7.63079e+06	1	0
301	0.305392	7.6348e+06	1	0
302	0.306539	7.66346e+06	1	0
303	0.306867	7.67167e+06	1	0
304	0.308595	7.71487e+06	1	0
305	0.310463	7.76156e+06	1	0
306	0.311341	7.78353e+06	1	0
307	0.311376	7.78441e+06	1	0
308	0.311574	7.78936e+06	1	0
309	0.311899	7.79748e+06	1	0
310	0.313197	7.82992e+06	1	0
311	0.313492	7.83729e+06	1	0
312	0.313913	7.84783e+06	1	0
313	0.314029	7.85073e+06	1	0
314	0.315186	7.87965e+06	1	0
315	0.315652	7.89129e+06	1	0
316	0.316037	7.90091e+06	1	0
317	0.317998	7.94994e+06	1	0
318	0.319538	7.98845e+06	1	0
319	0.320508	8.0127e+06	1	0
320	0.321541	8.03853e+06	1	0
321	0.321632	8.04081e+06	1	0
322	0.321895	8.04738e+06	1	0
323	0.322939	8.07348e+06	1	0
324	0.32319	8.07975e+06	1	0
325	0.323736	8.0934e+06	1	0
326	0.324335	8.10837e+06	1	0
327	0.324512	8.1128e+06	1	0
328	0.324735	8.11837e+06	1	0
329	0.327366	8.18416e+06	1	0
330	0.327899	8.19747e+06	1	0
331	0.328027	8.20066e+06	1	0
332	0.329518	8.23794e+06	1	0
333	0.333216	8.3304e+06	1	0
334	0.334229	8.35573e+06	1	0
335	0.334838	8.37094e+06	1	0
336	0.335332	8.38329e+06	1	0
337	0.337368	8.4342e+06	1	0
338	0.337751	8.44379e+06	1	0
339	0.337891	8.44728e+06	1	0
340	0.33863	8.46575e+06	1	0
341	0.338643	8.46606e+06	1	0
342	0.338682	8.46704e+06	1	0
343	0.339421	8.48553e+06	1	0
344	0.339817	8.49542e+06	1	0
345	0.341268	8.53171e+06	1	0
346	0.341647	8.54119e+06	1	0
347	0.343187	8.57968e+06	1	0
348	0.343342	8.58356e+06	1	0
349	0.345501	8.63753e+06	1	0
350	0.345588	8.6397e+06	1	0
351	0.346455	8.66137e+06	1	0
352	0.346755	8.66888e+06	1	0
353	0.347416	8.6854e+06	1	0
354	0.348545	8.71363e+06	1	0
355	0.348963	8.72408e+06	1	0
356	0.349218	8.73044e+06	1	0
357	0.351204	8.78011e+06	1	0
358	0.351395	8.78487e+06	1	0
359	0.351854	8.79635e+06	1	0
360	0.352867	8.82168e+06	1	0
361	0.353897	8.84742e+06	1	0
362	0.35421	8.85526e+06	1	0
363	0.356789	8.91971e+06	1	0
364	0.357598	8.93994e+06	1	0
365	0.358156	8.9539e+06	1	0
366	0.359911	8.99776e+06	1	0
367	0.361667	9.04168e+06	1	0
368	0.362177	9.05443e+06	1	0
369	0.362744	9.0686e+06	1	0
370	0.36431	9.10774e+06	1	0
371	0.365972	9.14931e+06	1	0
372	0.366687	9.16717e+06	1	0
373	0.367699	9.19247e+06	1	0
374	0.368558	9.21395e+06	1	0
375	0.369936	9.24841e+06	1	0
376	0.370175	9.25438e+06	1	0
377	0.3709	9.2725e+06	1	0
378	0.371235	9.28088e+06	1	0
379	0.372251	9.30628e+06	1	0
380	0.372511	9.31278e+06	1	0
381	0.374226	9.35564e+06	1	0
382	0.37429	9.35724e+06	1	0
383	0.376642	9.41604e+06	1	0
384	0.376982	9.42456e+06	1	0
385	0.377791	9.44478e+06	1	0
386	0.379531	9.48826e+06	1	0
387	0.379945	9.49863e+06	1	0
388	0.379966	9.49916e+06	1	0
389	0.380572	9.5143e+06	1	0
390	0.381575	9.53938e+06	1	0
391	0.382559	9.56397e+06	1	0
392	0.384774	9.61936e+06	1	0
393	0.387239	9.68097e+06	1	0
394	0.388648	9.7162e+06	1	0
395	0.392775	9.81937e+06	1	0
396	0.393113	9.82782e+06	1	0
397	0.393216	9.83041e+06	1	0
398	0.394383	9.85957e+06	1	0
399	0.394695	9.86736e+06	1	0
400	0.39571	9.89275e+06	1	0
401	0.396969	9.92422e+06	1	0
402	0.397152	9.9288e+06	1	0
403	0.39781	9.94525e+06	1	0
404	0.397931	9.94826e+06	1	0
405	0.3987	9.96751e+06	1	0
406	0.400302	1.00076e+07	1	0
407	0.401351	1.00338e+07	1	0
408	0.401377	1.00344e+07	1	0
409	0.40257	1.00642e+07	1	0
410	0.402756	1.00689e+07	1	0
411	0.405183	1.01296e+07	1	0
412	0.405802	1.0145e+07	1	0
413	0.409482	1.0237e+07	1	0
414	0.410787	1.02697e+07	1	0
415	0.411228	1.02807e+07	1	0
416	0.411297	1.02824e+07	1	0
417	0.411354	1.02838e+07	1	0
418	0.413366	1.03341e+07	1	0
419	0.413433	1.03358e+07	1	0
420	0.413546	1.03386e+07	1	0
421	0.414243	1.03561e+07	1	0
422	0.414334	1.03583e+07	1	0
423	0.417196	1.04299e+07	1	0
424	0.420683	1.05171e+07	1	0
425	0.420718	1.05179e+07	1	0
426	0.421208	1.05302e+07	1	0
427	0.422321	1.0558e+07	1	0
428	0.422402	1.056e+07	1	0
429	0.423022	1.05756e+07	1	0
430	0.423353	1.05838e+07	1	0
431	0.42342	1.05855e+07	1	0
432	0.423721	1.0593e+07	1	0
433	0.423798	1.05949e+07	1	0
434	0.424356	1.06089e+07	1	0
435	0.424402	1.061e+07	1	0
436	0.425119	1.0628e+07	1	0
437	0.425247	1.06312e+07	1	0
438	0.426816	1.06704e+07	1	0
439	0.426996	1.06749e+07	1	0
440	0.427108	1.06777e+07	1	0
441	0.427122	1.0678e+07	1	0
442	0.427462	1.06865e+07	1	0
443	0.428325	1.07081e+07	1	0
444	0.428643	1.07161e+07	1	0
445	0.428919	1.0723e+07	1	0
446	0.432245	1.08061e+07	1	0
447	0.43403	1.08508e+07	1	0
448	0.435605	1.08901e+07	1	0
449	0.435936	1.08984e+07	1	0
450	0.437311	1.09328e+07	1	0
451	0.43807	1.09518e+07	1	0
452	0.43899	1.09747e+07	1	0
453	0.442336	1.10584e+07	1	0
454	0.442931	1.10733e+07	1	0
455	0.443434	1.10858e+07	1	0
456	0.443627	1.10907e+07	1	0
457	0.443858	1.10965e+07	1	0
458	0.446307	1.11577e+07	1	0
459	0.446339	1.11585e+07	1	0
460	0.446464	1.11616e+07	1	0
461	0.446626	1.11656e+07	1	0
462	0.448616	1.12154e+07	1	0
463	0.449791	1.12448e+07	1	0
464	0.450404	1.12601e+07	1	0
465	0.450406	1.12602e+07	1	0
466	0.452345	1.13086e+07	1	0
467	0.452551	1.13138e+07	1	0
468	0.453831	1.13458e+07	1	0
